y_true,prob_1_fed,client,prob_1_cent,repeat
0,0.5714285714285714,PRJNA731589,0.52,006
1,0.6020408163265306,PRJNA731589,0.69,006
1,0.7346938775510204,PRJNA731589,0.79,006
1,0.7551020408163265,PRJNA731589,0.91,006
0,0.4387755102040816,PRJNA731589,0.26,006
1,0.673469387755102,PRJNA731589,0.77,006
0,0.6122448979591837,PRJNA731589,0.45,006
1,0.7653061224489796,PRJNA731589,0.81,006
0,0.5102040816326531,PRJNA731589,0.16,006
1,0.5306122448979592,PRJNA731589,0.47,006
0,0.6122448979591837,PRJNA731589,0.33,006
0,0.4489795918367347,PRJNA731589,0.18,006
1,0.7346938775510204,PRJNA731589,0.8,006
1,0.7448979591836735,PRJEB10878,0.67,007
0,0.6428571428571429,PRJEB10878,0.44,007
0,0.5408163265306123,PRJEB10878,0.27,007
1,0.4693877551020408,PRJEB10878,0.57,007
1,0.6632653061224489,PRJEB10878,0.64,007
0,0.4285714285714285,PRJEB10878,0.38,007
1,0.6428571428571429,PRJEB10878,0.52,007
1,0.7346938775510204,PRJEB10878,0.8,007
0,0.5,PRJEB10878,0.35,007
1,0.6122448979591837,PRJEB10878,0.61,007
0,0.5306122448979592,PRJEB10878,0.49,007
1,0.6428571428571429,PRJEB10878,0.81,007
1,0.5102040816326531,PRJEB10878,0.54,007
0,0.6122448979591837,PRJEB10878,0.3,007
1,0.6632653061224489,PRJEB10878,0.68,007
1,0.6632653061224489,PRJEB10878,0.83,007
1,0.7040816326530612,PRJEB10878,0.73,007
0,0.5816326530612245,PRJEB10878,0.59,007
1,0.6428571428571429,PRJEB10878,0.72,007
1,0.5204081632653061,PRJEB10878,0.63,007
0,0.6428571428571429,PRJEB10878,0.35,007
0,0.6122448979591837,PRJEB10878,0.49,007
1,0.6122448979591837,PRJEB10878,0.63,007
0,0.5102040816326531,PRJEB10878,0.34,007
1,0.7142857142857143,PRJEB10878,0.82,007
1,0.5102040816326531,PRJEB10878,0.65,007
0,0.6530612244897959,PRJEB6070,0.2,007
0,0.5,PRJEB6070,0.41,007
1,0.5918367346938775,PRJEB6070,0.7,007
1,0.7346938775510204,PRJEB6070,0.79,007
0,0.5,PRJEB6070,0.3,007
0,0.5408163265306123,PRJEB6070,0.23,007
0,0.4795918367346938,PRJEB6070,0.43,007
0,0.5816326530612245,PRJEB6070,0.31,007
0,0.6428571428571429,PRJEB6070,0.49,007
0,0.5816326530612245,PRJEB6070,0.34,007
0,0.5612244897959183,PRJEB6070,0.46,007
0,0.4693877551020408,PRJEB6070,0.22,007
1,0.6428571428571429,PRJEB6070,0.52,007
1,0.7755102040816326,PRJEB6070,0.71,007
1,0.7551020408163265,PRJEB6070,0.78,007
1,0.7448979591836735,PRJEB6070,0.84,007
1,0.5816326530612245,PRJEB6070,0.8,007
1,0.5612244897959183,PRJEB6070,0.63,007
1,0.4693877551020408,PRJEB6070,0.38,007
1,0.6020408163265306,PRJEB6070,0.6,007
1,0.5510204081632653,PRJEB6070,0.53,007
0,0.6530612244897959,PRJEB6070,0.48,007
1,0.5408163265306123,PRJEB6070,0.31,007
1,0.6428571428571429,PRJEB6070,0.66,007
1,0.673469387755102,PRJEB6070,0.77,007
1,0.6632653061224489,PRJEB6070,0.64,007
0,0.6224489795918368,PRJEB6070,0.36,007
1,0.5612244897959183,PRJEB6070,0.48,007
0,0.5714285714285714,PRJEB6070,0.28,007
1,0.6938775510204082,PRJEB6070,0.58,007
1,0.6428571428571429,PRJEB6070,0.55,007
1,0.6122448979591837,PRJEB6070,0.58,007
0,0.5714285714285714,PRJEB6070,0.34,007
0,0.6530612244897959,PRJEB6070,0.34,007
1,0.7142857142857143,PRJEB6070,0.74,007
1,0.5816326530612245,PRJEB6070,0.32,007
1,0.4897959183673469,PRJEB6070,0.41,007
1,0.5204081632653061,PRJEB6070,0.42,007
0,0.5714285714285714,PRJEB6070,0.44,007
0,0.6224489795918368,PRJEB6070,0.59,007
0,0.5816326530612245,PRJEB7774,0.37,007
1,0.5510204081632653,PRJEB7774,0.47,007
0,0.5408163265306123,PRJEB7774,0.47,007
0,0.5102040816326531,PRJEB7774,0.31,007
1,0.6122448979591837,PRJEB7774,0.53,007
0,0.5408163265306123,PRJEB7774,0.13,007
1,0.7551020408163265,PRJEB7774,0.75,007
1,0.6224489795918368,PRJEB7774,0.5,007
1,0.6836734693877551,PRJEB7774,0.85,007
1,0.673469387755102,PRJEB7774,0.85,007
1,0.5408163265306123,PRJEB7774,0.7,007
1,0.5204081632653061,PRJEB7774,0.77,007
0,0.6020408163265306,PRJEB7774,0.45,007
1,0.6938775510204082,PRJEB7774,0.72,007
0,0.4693877551020408,PRJEB7774,0.2,007
0,0.6020408163265306,PRJEB7774,0.54,007
1,0.6122448979591837,PRJEB7774,0.58,007
0,0.5510204081632653,PRJEB7774,0.44,007
1,0.5714285714285714,PRJEB7774,0.57,007
1,0.6020408163265306,PRJEB7774,0.39,007
1,0.5918367346938775,PRJEB7774,0.59,007
1,0.6836734693877551,PRJEB7774,0.66,007
0,0.4897959183673469,PRJEB7774,0.43,007
1,0.5204081632653061,PRJEB7774,0.54,007
0,0.5918367346938775,PRJEB7774,0.5,007
1,0.4795918367346938,PRJEB7774,0.69,007
1,0.5612244897959183,PRJEB7774,0.52,007
0,0.5408163265306123,PRJEB7774,0.76,007
1,0.5204081632653061,PRJEB7774,0.7,007
1,0.6224489795918368,PRJEB7774,0.59,007
0,0.6224489795918368,PRJEB7774,0.4,007
0,0.5204081632653061,PRJEB7774,0.29,007
1,0.6122448979591837,PRJNA429097,0.89,007
0,0.336734693877551,PRJNA429097,0.08,007
0,0.5102040816326531,PRJNA429097,0.46,007
1,0.6530612244897959,PRJNA429097,0.88,007
1,0.6836734693877551,PRJNA429097,0.81,007
0,0.5102040816326531,PRJNA429097,0.29,007
0,0.3979591836734694,PRJNA429097,0.12,007
1,0.6530612244897959,PRJNA429097,0.72,007
1,0.6836734693877551,PRJNA429097,0.86,007
1,0.6122448979591837,PRJNA429097,0.88,007
0,0.3775510204081632,PRJNA429097,0.3,007
1,0.673469387755102,PRJNA429097,0.66,007
1,0.6530612244897959,PRJNA429097,0.73,007
0,0.3775510204081632,PRJNA429097,0.19,007
1,0.7142857142857143,PRJNA429097,0.84,007
1,0.5816326530612245,PRJNA429097,0.66,007
1,0.6326530612244898,PRJNA429097,0.68,007
0,0.4489795918367347,PRJNA429097,0.28,007
0,0.3877551020408163,PRJNA429097,0.19,007
1,0.6224489795918368,PRJNA429097,0.85,007
1,0.6326530612244898,PRJNA429097,0.75,007
1,0.6428571428571429,PRJNA429097,0.83,007
0,0.4489795918367347,PRJNA429097,0.27,007
0,0.3571428571428571,PRJNA429097,0.06,007
1,0.6326530612244898,PRJNA429097,0.86,007
0,0.3979591836734694,PRJNA429097,0.11,007
0,0.3061224489795918,PRJNA429097,0.2,007
1,0.7142857142857143,PRJNA429097,0.82,007
1,0.6326530612244898,PRJNA429097,0.78,007
0,0.5102040816326531,PRJNA429097,0.52,007
0,0.2959183673469387,PRJNA429097,0.03,007
0,0.4897959183673469,PRJNA429097,0.38,007
1,0.6632653061224489,PRJNA429097,0.86,007
1,0.7142857142857143,PRJNA429097,0.9,007
1,0.6530612244897959,PRJNA429097,0.77,007
0,0.3673469387755102,PRJNA429097,0.27,007
0,0.336734693877551,PRJNA429097,0.15,007
0,0.2959183673469387,PRJNA429097,0.1,007
1,0.5510204081632653,PRJNA429097,0.63,007
0,0.4081632653061224,PRJNA731589,0.23,007
1,0.7040816326530612,PRJNA731589,0.92,007
1,0.6632653061224489,PRJNA731589,0.58,007
0,0.3469387755102041,PRJNA731589,0.16,007
1,0.7346938775510204,PRJNA731589,0.88,007
0,0.3469387755102041,PRJNA731589,0.09,007
0,0.3775510204081632,PRJNA731589,0.11,007
1,0.5306122448979592,PRJNA731589,0.68,007
1,0.6632653061224489,PRJNA731589,0.85,007
1,0.7040816326530612,PRJNA731589,0.83,007
1,0.7040816326530612,PRJNA731589,0.81,007
0,0.3877551020408163,PRJNA731589,0.28,007
1,0.7448979591836735,PRJNA731589,0.84,007
1,0.6632653061224489,PRJNA731589,0.73,007
0,0.4081632653061224,PRJNA731589,0.2,007
0,0.3673469387755102,PRJNA731589,0.08,007
0,0.3775510204081632,PRJNA731589,0.15,007
0,0.4183673469387755,PRJNA731589,0.06,007
1,0.6938775510204082,PRJNA731589,0.71,007
1,0.7959183673469388,PRJNA731589,0.84,007
0,0.5204081632653061,PRJNA731589,0.4,007
0,0.5,PRJNA731589,0.16,007
0,0.6020408163265306,PRJNA731589,0.39,007
0,0.3979591836734694,PRJNA731589,0.28,007
1,0.7142857142857143,PRJNA731589,0.9,007
0,0.4795918367346938,PRJNA731589,0.25,007
1,0.6836734693877551,PRJNA731589,0.67,007
1,0.7346938775510204,PRJNA731589,0.73,007
0,0.4183673469387755,PRJNA731589,0.24,007
0,0.4387755102040816,PRJNA731589,0.14,007
1,0.7551020408163265,PRJNA731589,0.86,007
0,0.6020408163265306,PRJNA731589,0.29,007
1,0.6020408163265306,PRJNA731589,0.76,007
1,0.6530612244897959,PRJEB10878,0.78,008
1,0.7346938775510204,PRJEB10878,0.73,008
0,0.6326530612244898,PRJEB10878,0.37,008
0,0.6326530612244898,PRJEB10878,0.36,008
0,0.5918367346938775,PRJEB10878,0.35,008
0,0.5816326530612245,PRJEB10878,0.31,008
0,0.6020408163265306,PRJEB10878,0.42,008
0,0.6530612244897959,PRJEB10878,0.38,008
0,0.6020408163265306,PRJEB10878,0.4,008
1,0.6836734693877551,PRJEB10878,0.67,008
1,0.7346938775510204,PRJEB10878,0.84,008
1,0.4795918367346938,PRJEB10878,0.71,008
1,0.7142857142857143,PRJEB10878,0.68,008
1,0.7142857142857143,PRJEB10878,0.74,008
0,0.5816326530612245,PRJEB10878,0.24,008
0,0.6122448979591837,PRJEB10878,0.41,008
1,0.6020408163265306,PRJEB10878,0.86,008
0,0.5612244897959183,PRJEB10878,0.26,008
0,0.6530612244897959,PRJEB10878,0.3,008
0,0.7142857142857143,PRJEB10878,0.39,008
1,0.6428571428571429,PRJEB10878,0.72,008
1,0.7142857142857143,PRJEB10878,0.65,008
1,0.6836734693877551,PRJEB10878,0.73,008
0,0.5612244897959183,PRJEB10878,0.35,008
0,0.5918367346938775,PRJEB10878,0.39,008
0,0.5918367346938775,PRJEB10878,0.31,008
1,0.673469387755102,PRJEB6070,0.74,008
1,0.6530612244897959,PRJEB6070,0.71,008
0,0.6020408163265306,PRJEB6070,0.18,008
1,0.6938775510204082,PRJEB6070,0.69,008
0,0.6530612244897959,PRJEB6070,0.57,008
0,0.5204081632653061,PRJEB6070,0.33,008
1,0.5612244897959183,PRJEB6070,0.72,008
1,0.5918367346938775,PRJEB6070,0.55,008
0,0.5510204081632653,PRJEB6070,0.41,008
0,0.5408163265306123,PRJEB6070,0.62,008
1,0.6224489795918368,PRJEB6070,0.6,008
0,0.4285714285714285,PRJEB6070,0.35,008
1,0.5816326530612245,PRJEB6070,0.48,008
1,0.5204081632653061,PRJEB6070,0.47,008
0,0.5918367346938775,PRJEB6070,0.66,008
0,0.5816326530612245,PRJEB6070,0.42,008
0,0.5816326530612245,PRJEB6070,0.3,008
1,0.673469387755102,PRJEB6070,0.76,008
0,0.5408163265306123,PRJEB6070,0.37,008
0,0.5612244897959183,PRJEB6070,0.34,008
1,0.6428571428571429,PRJEB6070,0.56,008
1,0.6326530612244898,PRJEB6070,0.51,008
0,0.5714285714285714,PRJEB6070,0.3,008
0,0.5408163265306123,PRJEB6070,0.3,008
0,0.5918367346938775,PRJEB6070,0.51,008
0,0.5,PRJEB6070,0.43,008
0,0.5,PRJEB6070,0.45,008
0,0.5408163265306123,PRJEB6070,0.36,008
1,0.5,PRJEB6070,0.71,008
0,0.5816326530612245,PRJEB6070,0.33,008
1,0.5918367346938775,PRJEB6070,0.41,008
0,0.5306122448979592,PRJEB6070,0.59,008
1,0.6530612244897959,PRJEB6070,0.78,008
0,0.5,PRJEB6070,0.33,008
0,0.5102040816326531,PRJEB6070,0.6,008
1,0.5612244897959183,PRJEB6070,0.51,008
1,0.5612244897959183,PRJEB6070,0.5,008
1,0.5306122448979592,PRJEB6070,0.65,008
0,0.4285714285714285,PRJEB6070,0.41,008
1,0.6530612244897959,PRJEB6070,0.45,008
1,0.5408163265306123,PRJEB7774,0.53,008
1,0.6326530612244898,PRJEB7774,0.59,008
1,0.5816326530612245,PRJEB7774,0.3,008
1,0.6938775510204082,PRJEB7774,0.54,008
1,0.5612244897959183,PRJEB7774,0.84,008
1,0.6224489795918368,PRJEB7774,0.75,008
0,0.5204081632653061,PRJEB7774,0.22,008
1,0.5408163265306123,PRJEB7774,0.77,008
1,0.6224489795918368,PRJEB7774,0.53,008
1,0.6122448979591837,PRJEB7774,0.72,008
1,0.6530612244897959,PRJEB7774,0.78,008
0,0.5102040816326531,PRJEB7774,0.2,008
1,0.6122448979591837,PRJEB7774,0.32,008
1,0.6122448979591837,PRJEB7774,0.8,008
0,0.5510204081632653,PRJEB7774,0.4,008
1,0.5612244897959183,PRJEB7774,0.8,008
1,0.6122448979591837,PRJEB7774,0.33,008
0,0.4693877551020408,PRJEB7774,0.5,008
0,0.6530612244897959,PRJEB7774,0.42,008
1,0.5204081632653061,PRJEB7774,0.61,008
1,0.5714285714285714,PRJEB7774,0.78,008
1,0.673469387755102,PRJEB7774,0.59,008
1,0.5,PRJEB7774,0.63,008
1,0.6428571428571429,PRJEB7774,0.76,008
1,0.6836734693877551,PRJEB7774,0.73,008
0,0.5816326530612245,PRJEB7774,0.43,008
1,0.5816326530612245,PRJEB7774,0.64,008
1,0.4897959183673469,PRJEB7774,0.6,008
1,0.6530612244897959,PRJEB7774,0.55,008
1,0.4387755102040816,PRJEB7774,0.77,008
1,0.6122448979591837,PRJEB7774,0.71,008
0,0.5510204081632653,PRJEB7774,0.5,008
0,0.4693877551020408,PRJNA429097,0.1,008
0,0.5204081632653061,PRJNA429097,0.09,008
0,0.4591836734693877,PRJNA429097,0.2,008
1,0.7755102040816326,PRJNA429097,0.79,008
1,0.6938775510204082,PRJNA429097,0.85,008
0,0.4591836734693877,PRJNA429097,0.16,008
1,0.6938775510204082,PRJNA429097,0.75,008
0,0.4795918367346938,PRJNA429097,0.31,008
1,0.7040816326530612,PRJNA429097,0.72,008
1,0.7346938775510204,PRJNA429097,0.9,008
0,0.5,PRJNA429097,0.2,008
1,0.6122448979591837,PRJNA429097,0.49,008
0,0.5102040816326531,PRJNA429097,0.25,008
1,0.7142857142857143,PRJNA429097,0.92,008
1,0.6530612244897959,PRJNA429097,0.62,008
0,0.5510204081632653,PRJNA429097,0.25,008
0,0.4693877551020408,PRJNA429097,0.32,008
0,0.4693877551020408,PRJNA429097,0.19,008
1,0.6326530612244898,PRJNA429097,0.45,008
0,0.4591836734693877,PRJNA429097,0.28,008
1,0.7040816326530612,PRJNA429097,0.72,008
1,0.7040816326530612,PRJNA429097,0.84,008
0,0.4693877551020408,PRJNA429097,0.19,008
1,0.7653061224489796,PRJNA429097,0.91,008
1,0.7448979591836735,PRJNA429097,0.8,008
1,0.7653061224489796,PRJNA429097,0.77,008
1,0.7755102040816326,PRJNA429097,0.79,008
0,0.4591836734693877,PRJNA429097,0.15,008
1,0.7755102040816326,PRJNA429097,0.87,008
1,0.6428571428571429,PRJNA429097,0.72,008
0,0.4489795918367347,PRJNA429097,0.13,008
0,0.4285714285714285,PRJNA429097,0.21,008
0,0.4897959183673469,PRJNA429097,0.16,008
0,0.5,PRJNA429097,0.14,008
0,0.4285714285714285,PRJNA429097,0.23,008
1,0.6632653061224489,PRJNA429097,0.64,008
0,0.4693877551020408,PRJNA429097,0.19,008
1,0.6020408163265306,PRJNA429097,0.55,008
0,0.5102040816326531,PRJNA429097,0.2,008
1,0.6836734693877551,PRJNA731589,0.5,008
0,0.5306122448979592,PRJNA731589,0.18,008
0,0.5408163265306123,PRJNA731589,0.25,008
1,0.7142857142857143,PRJNA731589,0.81,008
1,0.7448979591836735,PRJNA731589,0.83,008
0,0.4591836734693877,PRJNA731589,0.18,008
1,0.5816326530612245,PRJNA731589,0.67,008
0,0.4693877551020408,PRJNA731589,0.12,008
0,0.5306122448979592,PRJNA731589,0.12,008
0,0.6530612244897959,PRJNA731589,0.46,008
1,0.7653061224489796,PRJNA731589,0.85,008
0,0.3877551020408163,PRJNA731589,0.2,008
0,0.5204081632653061,PRJNA731589,0.35,008
1,0.7755102040816326,PRJNA731589,0.81,008
0,0.5102040816326531,PRJNA731589,0.38,008
1,0.7244897959183674,PRJNA731589,0.71,008
1,0.7040816326530612,PRJNA731589,0.69,008
1,0.7142857142857143,PRJNA731589,0.77,008
0,0.5306122448979592,PRJNA731589,0.28,008
1,0.7857142857142857,PRJNA731589,0.87,008
0,0.5408163265306123,PRJNA731589,0.19,008
0,0.4285714285714285,PRJNA731589,0.06,008
0,0.4795918367346938,PRJNA731589,0.17,008
1,0.7755102040816326,PRJNA731589,0.76,008
1,0.7244897959183674,PRJNA731589,0.85,008
0,0.6122448979591837,PRJNA731589,0.35,008
1,0.6938775510204082,PRJNA731589,0.87,008
0,0.4693877551020408,PRJNA731589,0.24,008
0,0.4591836734693877,PRJNA731589,0.16,008
1,0.6938775510204082,PRJNA731589,0.78,008
1,0.7448979591836735,PRJNA731589,0.82,008
1,0.6836734693877551,PRJNA731589,0.55,008
1,0.6020408163265306,PRJNA731589,0.61,008
0,0.5204081632653061,PRJEB10878,0.55,009
1,0.7857142857142857,PRJEB10878,0.69,009
0,0.6122448979591837,PRJEB10878,0.41,009
1,0.6632653061224489,PRJEB10878,0.71,009
1,0.7244897959183674,PRJEB10878,0.79,009
0,0.4489795918367347,PRJEB10878,0.41,009
1,0.6836734693877551,PRJEB10878,0.8,009
0,0.5204081632653061,PRJEB10878,0.4,009
0,0.5714285714285714,PRJEB10878,0.38,009
0,0.5612244897959183,PRJEB10878,0.34,009
0,0.5612244897959183,PRJEB10878,0.22,009
0,0.5816326530612245,PRJEB10878,0.33,009
0,0.6224489795918368,PRJEB10878,0.32,009
1,0.7346938775510204,PRJEB10878,0.75,009
0,0.6326530612244898,PRJEB10878,0.53,009
0,0.6530612244897959,PRJEB10878,0.5,009
1,0.7755102040816326,PRJEB10878,0.81,009
1,0.7653061224489796,PRJEB10878,0.81,009
0,0.6938775510204082,PRJEB10878,0.46,009
1,0.6938775510204082,PRJEB10878,0.72,009
0,0.6020408163265306,PRJEB10878,0.23,009
0,0.673469387755102,PRJEB10878,0.35,009
1,0.7244897959183674,PRJEB10878,0.75,009
0,0.6122448979591837,PRJEB10878,0.29,009
1,0.7346938775510204,PRJEB10878,0.66,009
0,0.6530612244897959,PRJEB10878,0.58,009
0,0.5408163265306123,PRJEB6070,0.42,009
1,0.4693877551020408,PRJEB6070,0.81,009
1,0.6224489795918368,PRJEB6070,0.35,009
0,0.6530612244897959,PRJEB6070,0.4,009
1,0.6122448979591837,PRJEB6070,0.35,009
0,0.6224489795918368,PRJEB6070,0.25,009
1,0.6530612244897959,PRJEB6070,0.64,009
1,0.673469387755102,PRJEB6070,0.82,009
0,0.7142857142857143,PRJEB6070,0.43,009
0,0.5306122448979592,PRJEB6070,0.48,009
1,0.6224489795918368,PRJEB6070,0.53,009
0,0.4387755102040816,PRJEB6070,0.47,009
0,0.6020408163265306,PRJEB6070,0.4,009
1,0.673469387755102,PRJEB6070,0.84,009
1,0.6428571428571429,PRJEB6070,0.7,009
1,0.7142857142857143,PRJEB6070,0.71,009
0,0.5510204081632653,PRJEB6070,0.52,009
1,0.7040816326530612,PRJEB6070,0.79,009
1,0.6428571428571429,PRJEB6070,0.53,009
0,0.5918367346938775,PRJEB6070,0.53,009
0,0.5714285714285714,PRJEB6070,0.37,009
1,0.6326530612244898,PRJEB6070,0.6,009
0,0.5816326530612245,PRJEB6070,0.41,009
1,0.673469387755102,PRJEB6070,0.79,009
1,0.6428571428571429,PRJEB6070,0.71,009
0,0.5816326530612245,PRJEB6070,0.36,009
0,0.6326530612244898,PRJEB6070,0.43,009
1,0.6224489795918368,PRJEB6070,0.75,009
0,0.6224489795918368,PRJEB6070,0.41,009
0,0.5,PRJEB6070,0.49,009
1,0.673469387755102,PRJEB6070,0.77,009
1,0.5816326530612245,PRJEB6070,0.32,009
0,0.5204081632653061,PRJEB6070,0.3,009
0,0.4183673469387755,PRJEB6070,0.25,009
1,0.5408163265306123,PRJEB6070,0.76,009
0,0.5714285714285714,PRJEB6070,0.41,009
0,0.5306122448979592,PRJEB6070,0.18,009
1,0.6020408163265306,PRJEB6070,0.54,009
0,0.5714285714285714,PRJEB6070,0.33,009
0,0.673469387755102,PRJEB6070,0.57,009
0,0.5306122448979592,PRJEB7774,0.22,009
1,0.5816326530612245,PRJEB7774,0.56,009
1,0.673469387755102,PRJEB7774,0.65,009
0,0.6020408163265306,PRJEB7774,0.5,009
0,0.5918367346938775,PRJEB7774,0.59,009
1,0.5510204081632653,PRJEB7774,0.61,009
0,0.5510204081632653,PRJEB7774,0.53,009
1,0.6326530612244898,PRJEB7774,0.72,009
1,0.5102040816326531,PRJEB7774,0.74,009
1,0.6224489795918368,PRJEB7774,0.56,009
0,0.5714285714285714,PRJEB7774,0.29,009
1,0.5306122448979592,PRJEB7774,0.49,009
0,0.5204081632653061,PRJEB7774,0.32,009
1,0.6020408163265306,PRJEB7774,0.61,009
1,0.6020408163265306,PRJEB7774,0.59,009
1,0.5102040816326531,PRJEB7774,0.71,009
1,0.6428571428571429,PRJEB7774,0.39,009
1,0.5816326530612245,PRJEB7774,0.63,009
1,0.6428571428571429,PRJEB7774,0.54,009
0,0.4591836734693877,PRJEB7774,0.24,009
1,0.6428571428571429,PRJEB7774,0.42,009
1,0.6428571428571429,PRJEB7774,0.38,009
0,0.5918367346938775,PRJEB7774,0.41,009
1,0.5306122448979592,PRJEB7774,0.8,009
0,0.5,PRJEB7774,0.27,009
1,0.673469387755102,PRJEB7774,0.55,009
1,0.5918367346938775,PRJEB7774,0.84,009
1,0.4897959183673469,PRJEB7774,0.66,009
1,0.4897959183673469,PRJEB7774,0.62,009
1,0.7142857142857143,PRJEB7774,0.68,009
1,0.5612244897959183,PRJEB7774,0.69,009
0,0.5204081632653061,PRJEB7774,0.39,009
0,0.4285714285714285,PRJNA429097,0.31,009
0,0.5,PRJNA429097,0.29,009
1,0.6122448979591837,PRJNA429097,0.67,009
0,0.4489795918367347,PRJNA429097,0.24,009
1,0.6938775510204082,PRJNA429097,0.65,009
0,0.5306122448979592,PRJNA429097,0.45,009
1,0.7040816326530612,PRJNA429097,0.69,009
0,0.336734693877551,PRJNA429097,0.06,009
0,0.4285714285714285,PRJNA429097,0.11,009
1,0.6836734693877551,PRJNA429097,0.76,009
0,0.4489795918367347,PRJNA429097,0.13,009
1,0.7448979591836735,PRJNA429097,0.85,009
0,0.4183673469387755,PRJNA429097,0.23,009
1,0.7551020408163265,PRJNA429097,0.9,009
0,0.3775510204081632,PRJNA429097,0.25,009
0,0.4081632653061224,PRJNA429097,0.12,009
1,0.7551020408163265,PRJNA429097,0.89,009
1,0.7551020408163265,PRJNA429097,0.85,009
0,0.5,PRJNA429097,0.31,009
1,0.7346938775510204,PRJNA429097,0.83,009
0,0.5408163265306123,PRJNA429097,0.38,009
1,0.6836734693877551,PRJNA429097,0.93,009
0,0.3979591836734694,PRJNA429097,0.04,009
0,0.4897959183673469,PRJNA429097,0.09,009
1,0.7346938775510204,PRJNA429097,0.81,009
0,0.4489795918367347,PRJNA429097,0.07,009
0,0.3979591836734694,PRJNA429097,0.25,009
0,0.4489795918367347,PRJNA429097,0.09,009
0,0.3979591836734694,PRJNA429097,0.24,009
0,0.4081632653061224,PRJNA429097,0.15,009
0,0.4183673469387755,PRJNA429097,0.15,009
0,0.4387755102040816,PRJNA429097,0.1,009
1,0.6938775510204082,PRJNA429097,0.83,009
1,0.673469387755102,PRJNA429097,0.8,009
0,0.4693877551020408,PRJNA429097,0.44,009
1,0.7040816326530612,PRJNA429097,0.78,009
1,0.7142857142857143,PRJNA429097,0.86,009
1,0.7448979591836735,PRJNA429097,0.86,009
1,0.7040816326530612,PRJNA429097,0.91,009
1,0.7040816326530612,PRJNA731589,0.64,009
0,0.5,PRJNA731589,0.18,009
0,0.3061224489795918,PRJNA731589,0.08,009
1,0.6122448979591837,PRJNA731589,0.63,009
1,0.7346938775510204,PRJNA731589,0.92,009
1,0.7653061224489796,PRJNA731589,0.86,009
1,0.8061224489795918,PRJNA731589,0.82,009
0,0.6938775510204082,PRJNA731589,0.77,009
0,0.5,PRJNA731589,0.48,009
1,0.7857142857142857,PRJNA731589,0.86,009
1,0.8061224489795918,PRJNA731589,0.85,009
1,0.7448979591836735,PRJNA731589,0.81,009
0,0.5102040816326531,PRJNA731589,0.54,009
0,0.5,PRJNA731589,0.52,009
1,0.7040816326530612,PRJNA731589,0.85,009
0,0.4795918367346938,PRJNA731589,0.27,009
1,0.6428571428571429,PRJNA731589,0.83,009
1,0.6938775510204082,PRJNA731589,0.8,009
0,0.4693877551020408,PRJNA731589,0.13,009
0,0.6122448979591837,PRJNA731589,0.39,009
0,0.4285714285714285,PRJNA731589,0.09,009
1,0.6428571428571429,PRJNA731589,0.8,009
1,0.7653061224489796,PRJNA731589,0.85,009
0,0.4285714285714285,PRJNA731589,0.36,009
0,0.4897959183673469,PRJNA731589,0.21,009
1,0.7346938775510204,PRJNA731589,0.88,009
0,0.4387755102040816,PRJNA731589,0.14,009
1,0.6122448979591837,PRJNA731589,0.71,009
0,0.4693877551020408,PRJNA731589,0.12,009
1,0.7857142857142857,PRJNA731589,0.85,009
0,0.5,PRJNA731589,0.19,009
0,0.5,PRJNA731589,0.39,009
0,0.4387755102040816,PRJNA731589,0.27,009
1,0.7142857142857143,PRJEB10878,0.73,010
1,0.6530612244897959,PRJEB10878,0.61,010
1,0.7346938775510204,PRJEB10878,0.72,010
0,0.5918367346938775,PRJEB10878,0.31,010
1,0.6836734693877551,PRJEB10878,0.77,010
1,0.6122448979591837,PRJEB10878,0.73,010
0,0.6020408163265306,PRJEB10878,0.7,010
0,0.6224489795918368,PRJEB10878,0.66,010
1,0.5816326530612245,PRJEB10878,0.63,010
0,0.4591836734693877,PRJEB10878,0.22,010
1,0.673469387755102,PRJEB10878,0.71,010
1,0.6224489795918368,PRJEB10878,0.62,010
0,0.5,PRJEB10878,0.32,010
0,0.4693877551020408,PRJEB10878,0.33,010
1,0.7040816326530612,PRJEB10878,0.78,010
1,0.673469387755102,PRJEB10878,0.65,010
1,0.6326530612244898,PRJEB10878,0.76,010
0,0.5,PRJEB10878,0.18,010
0,0.5102040816326531,PRJEB10878,0.24,010
1,0.7346938775510204,PRJEB10878,0.72,010
1,0.5918367346938775,PRJEB10878,0.58,010
1,0.5714285714285714,PRJEB10878,0.58,010
1,0.673469387755102,PRJEB10878,0.77,010
1,0.7346938775510204,PRJEB10878,0.83,010
1,0.5612244897959183,PRJEB10878,0.52,010
1,0.7244897959183674,PRJEB10878,0.57,010
1,0.4489795918367347,PRJEB6070,0.45,010
1,0.6836734693877551,PRJEB6070,0.75,010
1,0.5102040816326531,PRJEB6070,0.35,010
1,0.5408163265306123,PRJEB6070,0.59,010
0,0.4897959183673469,PRJEB6070,0.44,010
1,0.7346938775510204,PRJEB6070,0.91,010
1,0.6326530612244898,PRJEB6070,0.64,010
1,0.6530612244897959,PRJEB6070,0.57,010
1,0.6530612244897959,PRJEB6070,0.7,010
0,0.5204081632653061,PRJEB6070,0.26,010
1,0.5408163265306123,PRJEB6070,0.65,010
1,0.6224489795918368,PRJEB6070,0.35,010
0,0.6122448979591837,PRJEB6070,0.42,010
1,0.6122448979591837,PRJEB6070,0.66,010
1,0.5918367346938775,PRJEB6070,0.41,010
