y_true,prob_1,repeat,client
1,0.6428571428571429,006,federated (aggregate)
0,0.6020408163265306,006,federated (aggregate)
0,0.6020408163265306,006,federated (aggregate)
1,0.5204081632653061,006,federated (aggregate)
0,0.3979591836734694,006,federated (aggregate)
0,0.6938775510204082,006,federated (aggregate)
1,0.5612244897959183,006,federated (aggregate)
1,0.7040816326530612,006,federated (aggregate)
1,0.7040816326530612,006,federated (aggregate)
1,0.6428571428571429,006,federated (aggregate)
1,0.6428571428571429,006,federated (aggregate)
1,0.6836734693877551,006,federated (aggregate)
0,0.5816326530612245,006,federated (aggregate)
1,0.6122448979591837,006,federated (aggregate)
1,0.673469387755102,006,federated (aggregate)
0,0.4489795918367347,006,federated (aggregate)
0,0.3775510204081632,006,federated (aggregate)
1,0.5816326530612245,006,federated (aggregate)
0,0.3775510204081632,006,federated (aggregate)
0,0.3673469387755102,006,federated (aggregate)
0,0.4897959183673469,006,federated (aggregate)
0,0.4591836734693877,006,federated (aggregate)
0,0.336734693877551,006,federated (aggregate)
1,0.7142857142857143,006,federated (aggregate)
1,0.7244897959183674,006,federated (aggregate)
0,0.4285714285714285,006,federated (aggregate)
1,0.6326530612244898,006,federated (aggregate)
0,0.4897959183673469,006,federated (aggregate)
1,0.6530612244897959,006,federated (aggregate)
0,0.4489795918367347,006,federated (aggregate)
1,0.7346938775510204,006,federated (aggregate)
1,0.6428571428571429,006,federated (aggregate)
0,0.4081632653061224,006,federated (aggregate)
1,0.6530612244897959,006,federated (aggregate)
1,0.6836734693877551,006,federated (aggregate)
0,0.3979591836734694,006,federated (aggregate)
1,0.6836734693877551,006,federated (aggregate)
0,0.3469387755102041,006,federated (aggregate)
0,0.5306122448979592,006,federated (aggregate)
1,0.5714285714285714,006,federated (aggregate)
0,0.4081632653061224,006,federated (aggregate)
0,0.4183673469387755,006,federated (aggregate)
1,0.6836734693877551,006,federated (aggregate)
1,0.5408163265306123,006,federated (aggregate)
0,0.3571428571428571,006,federated (aggregate)
0,0.5102040816326531,006,federated (aggregate)
0,0.4081632653061224,006,federated (aggregate)
1,0.6224489795918368,006,federated (aggregate)
1,0.6836734693877551,006,federated (aggregate)
1,0.6938775510204082,006,federated (aggregate)
0,0.4285714285714285,006,federated (aggregate)
1,0.6326530612244898,006,federated (aggregate)
1,0.7040816326530612,006,federated (aggregate)
1,0.7040816326530612,006,federated (aggregate)
0,0.4081632653061224,006,federated (aggregate)
1,0.6428571428571429,006,federated (aggregate)
0,0.5,006,federated (aggregate)
0,0.3877551020408163,006,federated (aggregate)
1,0.6530612244897959,006,federated (aggregate)
1,0.7244897959183674,006,federated (aggregate)
0,0.4183673469387755,006,federated (aggregate)
1,0.6938775510204082,006,federated (aggregate)
1,0.7346938775510204,006,federated (aggregate)
0,0.4387755102040816,006,federated (aggregate)
0,0.4591836734693877,006,federated (aggregate)
1,0.7346938775510204,006,federated (aggregate)
0,0.5714285714285714,006,federated (aggregate)
1,0.6020408163265306,006,federated (aggregate)
1,0.7346938775510204,006,federated (aggregate)
1,0.7551020408163265,006,federated (aggregate)
0,0.4387755102040816,006,federated (aggregate)
1,0.673469387755102,006,federated (aggregate)
0,0.6122448979591837,006,federated (aggregate)
1,0.7653061224489796,006,federated (aggregate)
0,0.5102040816326531,006,federated (aggregate)
1,0.5306122448979592,006,federated (aggregate)
0,0.6122448979591837,006,federated (aggregate)
0,0.4489795918367347,006,federated (aggregate)
1,0.7346938775510204,006,federated (aggregate)
1,0.7040816326530612,006,PRJEB10878
1,0.7244897959183674,006,PRJEB10878
1,0.673469387755102,006,PRJEB10878
1,0.7551020408163265,006,PRJEB10878
1,0.6428571428571429,006,PRJEB10878
1,0.5918367346938775,006,PRJEB10878
0,0.5408163265306123,006,PRJEB10878
1,0.6938775510204082,006,PRJEB10878
0,0.5612244897959183,006,PRJEB10878
0,0.5408163265306123,006,PRJEB10878
1,0.673469387755102,006,PRJEB10878
0,0.6326530612244898,006,PRJEB10878
1,0.6224489795918368,006,PRJEB10878
1,0.6428571428571429,006,PRJEB10878
0,0.7040816326530612,006,PRJEB10878
0,0.6020408163265306,006,PRJEB10878
1,0.7857142857142857,006,PRJEB10878
1,0.7142857142857143,006,PRJEB10878
0,0.7040816326530612,006,PRJEB10878
1,0.6938775510204082,006,PRJEB10878
0,0.5306122448979592,006,PRJEB10878
0,0.5408163265306123,006,PRJEB10878
1,0.7040816326530612,006,PRJEB10878
1,0.6530612244897959,006,PRJEB10878
1,0.7040816326530612,006,PRJEB10878
1,0.7244897959183674,006,PRJEB10878
0,0.673469387755102,006,PRJEB6070
1,0.673469387755102,006,PRJEB6070
1,0.5102040816326531,006,PRJEB6070
0,0.4387755102040816,006,PRJEB6070
0,0.6020408163265306,006,PRJEB6070
0,0.5918367346938775,006,PRJEB6070
0,0.6530612244897959,006,PRJEB6070
0,0.5510204081632653,006,PRJEB6070
0,0.4897959183673469,006,PRJEB6070
1,0.6530612244897959,006,PRJEB6070
1,0.6326530612244898,006,PRJEB6070
1,0.6326530612244898,006,PRJEB6070
1,0.4693877551020408,006,PRJEB6070
1,0.7653061224489796,006,PRJEB6070
1,0.5612244897959183,006,PRJEB6070
0,0.5918367346938775,006,PRJEB6070
0,0.6428571428571429,006,PRJEB6070
1,0.5816326530612245,006,PRJEB6070
1,0.673469387755102,006,PRJEB6070
1,0.6326530612244898,006,PRJEB6070
0,0.6122448979591837,006,PRJEB6070
0,0.5918367346938775,006,PRJEB6070
0,0.5204081632653061,006,PRJEB6070
1,0.5306122448979592,006,PRJEB6070
0,0.6530612244897959,006,PRJEB6070
0,0.5918367346938775,006,PRJEB6070
1,0.7040816326530612,006,PRJEB6070
1,0.5408163265306123,006,PRJEB6070
0,0.5306122448979592,006,PRJEB6070
1,0.7346938775510204,006,PRJEB6070
0,0.5816326530612245,006,PRJEB6070
0,0.5408163265306123,006,PRJEB6070
1,0.6632653061224489,006,PRJEB6070
1,0.6938775510204082,006,PRJEB6070
0,0.6122448979591837,006,PRJEB6070
1,0.6224489795918368,006,PRJEB6070
1,0.6428571428571429,006,PRJEB6070
1,0.6938775510204082,006,PRJEB6070
0,0.5102040816326531,006,PRJEB6070
0,0.5510204081632653,006,PRJEB6070
1,0.5408163265306123,006,PRJEB7774
1,0.5612244897959183,006,PRJEB7774
0,0.6326530612244898,006,PRJEB7774
0,0.6020408163265306,006,PRJEB7774
1,0.7040816326530612,006,PRJEB7774
0,0.5612244897959183,006,PRJEB7774
0,0.5,006,PRJEB7774
0,0.6224489795918368,006,PRJEB7774
1,0.6530612244897959,006,PRJEB7774
0,0.5,006,PRJEB7774
0,0.6632653061224489,006,PRJEB7774
1,0.7551020408163265,006,PRJEB7774
1,0.6122448979591837,006,PRJEB7774
1,0.6326530612244898,006,PRJEB7774
0,0.5408163265306123,006,PRJEB7774
1,0.6122448979591837,006,PRJEB7774
0,0.6428571428571429,006,PRJEB7774
1,0.6428571428571429,006,PRJEB7774
1,0.5918367346938775,006,PRJEB7774
1,0.6020408163265306,006,PRJEB7774
1,0.5714285714285714,006,PRJEB7774
1,0.6122448979591837,006,PRJEB7774
0,0.5918367346938775,006,PRJEB7774
0,0.5612244897959183,006,PRJEB7774
1,0.5612244897959183,006,PRJEB7774
1,0.6428571428571429,006,PRJEB7774
0,0.6020408163265306,006,PRJEB7774
0,0.6020408163265306,006,PRJEB7774
1,0.5204081632653061,006,PRJEB7774
0,0.3979591836734694,006,PRJEB7774
0,0.6938775510204082,006,PRJEB7774
1,0.5612244897959183,006,PRJEB7774
1,0.7040816326530612,006,PRJNA429097
1,0.7040816326530612,006,PRJNA429097
1,0.6428571428571429,006,PRJNA429097
1,0.6428571428571429,006,PRJNA429097
1,0.6836734693877551,006,PRJNA429097
0,0.5816326530612245,006,PRJNA429097
1,0.6122448979591837,006,PRJNA429097
1,0.673469387755102,006,PRJNA429097
0,0.4489795918367347,006,PRJNA429097
0,0.3775510204081632,006,PRJNA429097
1,0.5816326530612245,006,PRJNA429097
0,0.3775510204081632,006,PRJNA429097
0,0.3673469387755102,006,PRJNA429097
0,0.4897959183673469,006,PRJNA429097
0,0.4591836734693877,006,PRJNA429097
0,0.336734693877551,006,PRJNA429097
1,0.7142857142857143,006,PRJNA429097
1,0.7244897959183674,006,PRJNA429097
0,0.4285714285714285,006,PRJNA429097
1,0.6326530612244898,006,PRJNA429097
0,0.4897959183673469,006,PRJNA429097
1,0.6530612244897959,006,PRJNA429097
0,0.4489795918367347,006,PRJNA429097
1,0.7346938775510204,006,PRJNA429097
1,0.6428571428571429,006,PRJNA429097
0,0.4081632653061224,006,PRJNA429097
1,0.6530612244897959,006,PRJNA429097
1,0.6836734693877551,006,PRJNA429097
0,0.3979591836734694,006,PRJNA429097
1,0.6836734693877551,006,PRJNA429097
0,0.3469387755102041,006,PRJNA429097
0,0.5306122448979592,006,PRJNA429097
1,0.5714285714285714,006,PRJNA429097
0,0.4081632653061224,006,PRJNA429097
0,0.4183673469387755,006,PRJNA429097
1,0.6836734693877551,006,PRJNA429097
1,0.5408163265306123,006,PRJNA429097
0,0.3571428571428571,006,PRJNA429097
0,0.5102040816326531,006,PRJNA429097
0,0.4081632653061224,006,PRJNA731589
1,0.6224489795918368,006,PRJNA731589
1,0.6836734693877551,006,PRJNA731589
1,0.6938775510204082,006,PRJNA731589
0,0.4285714285714285,006,PRJNA731589
1,0.6326530612244898,006,PRJNA731589
1,0.7040816326530612,006,PRJNA731589
1,0.7040816326530612,006,PRJNA731589
0,0.4081632653061224,006,PRJNA731589
1,0.6428571428571429,006,PRJNA731589
0,0.5,006,PRJNA731589
0,0.3877551020408163,006,PRJNA731589
1,0.6530612244897959,006,PRJNA731589
1,0.7244897959183674,006,PRJNA731589
0,0.4183673469387755,006,PRJNA731589
1,0.6938775510204082,006,PRJNA731589
1,0.7346938775510204,006,PRJNA731589
0,0.4387755102040816,006,PRJNA731589
0,0.4591836734693877,006,PRJNA731589
1,0.7346938775510204,006,PRJNA731589
0,0.5714285714285714,006,PRJNA731589
1,0.6020408163265306,006,PRJNA731589
1,0.7346938775510204,006,PRJNA731589
1,0.7551020408163265,006,PRJNA731589
0,0.4387755102040816,006,PRJNA731589
1,0.673469387755102,006,PRJNA731589
0,0.6122448979591837,006,PRJNA731589
1,0.7653061224489796,006,PRJNA731589
0,0.5102040816326531,006,PRJNA731589
1,0.5306122448979592,006,PRJNA731589
0,0.6122448979591837,006,PRJNA731589
0,0.4489795918367347,006,PRJNA731589
1,0.7346938775510204,006,PRJNA731589
1,0.67,007,centralized
0,0.44,007,centralized
0,0.27,007,centralized
1,0.57,007,centralized
1,0.64,007,centralized
0,0.38,007,centralized
1,0.52,007,centralized
1,0.8,007,centralized
0,0.35,007,centralized
1,0.61,007,centralized
0,0.49,007,centralized
1,0.81,007,centralized
1,0.54,007,centralized
0,0.3,007,centralized
1,0.68,007,centralized
1,0.83,007,centralized
1,0.73,007,centralized
0,0.59,007,centralized
1,0.72,007,centralized
1,0.63,007,centralized
0,0.35,007,centralized
0,0.49,007,centralized
1,0.63,007,centralized
0,0.34,007,centralized
1,0.82,007,centralized
1,0.65,007,centralized
0,0.2,007,centralized
0,0.41,007,centralized
1,0.7,007,centralized
1,0.79,007,centralized
0,0.3,007,centralized
0,0.23,007,centralized
0,0.43,007,centralized
0,0.31,007,centralized
0,0.49,007,centralized
0,0.34,007,centralized
0,0.46,007,centralized
0,0.22,007,centralized
1,0.52,007,centralized
1,0.71,007,centralized
1,0.78,007,centralized
1,0.84,007,centralized
1,0.8,007,centralized
1,0.63,007,centralized
1,0.38,007,centralized
1,0.6,007,centralized
1,0.53,007,centralized
0,0.48,007,centralized
1,0.31,007,centralized
1,0.66,007,centralized
1,0.77,007,centralized
1,0.64,007,centralized
0,0.36,007,centralized
1,0.48,007,centralized
0,0.28,007,centralized
1,0.58,007,centralized
1,0.55,007,centralized
1,0.58,007,centralized
0,0.34,007,centralized
0,0.34,007,centralized
1,0.74,007,centralized
1,0.32,007,centralized
1,0.41,007,centralized
1,0.42,007,centralized
0,0.44,007,centralized
0,0.59,007,centralized
0,0.37,007,centralized
1,0.47,007,centralized
0,0.47,007,centralized
0,0.31,007,centralized
1,0.53,007,centralized
0,0.13,007,centralized
1,0.75,007,centralized
1,0.5,007,centralized
1,0.85,007,centralized
1,0.85,007,centralized
1,0.7,007,centralized
1,0.77,007,centralized
0,0.45,007,centralized
1,0.72,007,centralized
0,0.2,007,centralized
0,0.54,007,centralized
1,0.58,007,centralized
0,0.44,007,centralized
1,0.57,007,centralized
1,0.39,007,centralized
1,0.59,007,centralized
1,0.66,007,centralized
0,0.43,007,centralized
1,0.54,007,centralized
0,0.5,007,centralized
1,0.69,007,centralized
1,0.52,007,centralized
0,0.76,007,centralized
1,0.7,007,centralized
1,0.59,007,centralized
0,0.4,007,centralized
0,0.29,007,centralized
1,0.89,007,centralized
0,0.08,007,centralized
0,0.46,007,centralized
1,0.88,007,centralized
1,0.81,007,centralized
0,0.29,007,centralized
0,0.12,007,centralized
1,0.72,007,centralized
1,0.86,007,centralized
1,0.88,007,centralized
0,0.3,007,centralized
1,0.66,007,centralized
1,0.73,007,centralized
0,0.19,007,centralized
1,0.84,007,centralized
1,0.66,007,centralized
1,0.68,007,centralized
0,0.28,007,centralized
0,0.19,007,centralized
1,0.85,007,centralized
1,0.75,007,centralized
1,0.83,007,centralized
0,0.27,007,centralized
0,0.06,007,centralized
1,0.86,007,centralized
0,0.11,007,centralized
0,0.2,007,centralized
1,0.82,007,centralized
1,0.78,007,centralized
0,0.52,007,centralized
0,0.03,007,centralized
0,0.38,007,centralized
1,0.86,007,centralized
1,0.9,007,centralized
1,0.77,007,centralized
0,0.27,007,centralized
0,0.15,007,centralized
0,0.1,007,centralized
1,0.63,007,centralized
0,0.23,007,centralized
1,0.92,007,centralized
1,0.58,007,centralized
0,0.16,007,centralized
1,0.88,007,centralized
0,0.09,007,centralized
0,0.11,007,centralized
1,0.68,007,centralized
1,0.85,007,centralized
1,0.83,007,centralized
1,0.81,007,centralized
0,0.28,007,centralized
1,0.84,007,centralized
1,0.73,007,centralized
0,0.2,007,centralized
0,0.08,007,centralized
0,0.15,007,centralized
0,0.06,007,centralized
1,0.71,007,centralized
1,0.84,007,centralized
0,0.4,007,centralized
0,0.16,007,centralized
0,0.39,007,centralized
0,0.28,007,centralized
1,0.9,007,centralized
0,0.25,007,centralized
1,0.67,007,centralized
1,0.73,007,centralized
0,0.24,007,centralized
0,0.14,007,centralized
1,0.86,007,centralized
0,0.29,007,centralized
1,0.76,007,centralized
1,0.7448979591836735,007,federated (aggregate)
0,0.6428571428571429,007,federated (aggregate)
0,0.5408163265306123,007,federated (aggregate)
1,0.4693877551020408,007,federated (aggregate)
1,0.6632653061224489,007,federated (aggregate)
0,0.4285714285714285,007,federated (aggregate)
1,0.6428571428571429,007,federated (aggregate)
1,0.7346938775510204,007,federated (aggregate)
0,0.5,007,federated (aggregate)
1,0.6122448979591837,007,federated (aggregate)
0,0.5306122448979592,007,federated (aggregate)
1,0.6428571428571429,007,federated (aggregate)
1,0.5102040816326531,007,federated (aggregate)
0,0.6122448979591837,007,federated (aggregate)
1,0.6632653061224489,007,federated (aggregate)
1,0.6632653061224489,007,federated (aggregate)
1,0.7040816326530612,007,federated (aggregate)
0,0.5816326530612245,007,federated (aggregate)
1,0.6428571428571429,007,federated (aggregate)
1,0.5204081632653061,007,federated (aggregate)
0,0.6428571428571429,007,federated (aggregate)
0,0.6122448979591837,007,federated (aggregate)
1,0.6122448979591837,007,federated (aggregate)
0,0.5102040816326531,007,federated (aggregate)
1,0.7142857142857143,007,federated (aggregate)
1,0.5102040816326531,007,federated (aggregate)
0,0.6530612244897959,007,federated (aggregate)
0,0.5,007,federated (aggregate)
1,0.5918367346938775,007,federated (aggregate)
1,0.7346938775510204,007,federated (aggregate)
0,0.5,007,federated (aggregate)
0,0.5408163265306123,007,federated (aggregate)
0,0.4795918367346938,007,federated (aggregate)
0,0.5816326530612245,007,federated (aggregate)
0,0.6428571428571429,007,federated (aggregate)
0,0.5816326530612245,007,federated (aggregate)
0,0.5612244897959183,007,federated (aggregate)
0,0.4693877551020408,007,federated (aggregate)
1,0.6428571428571429,007,federated (aggregate)
1,0.7755102040816326,007,federated (aggregate)
1,0.7551020408163265,007,federated (aggregate)
1,0.7448979591836735,007,federated (aggregate)
1,0.5816326530612245,007,federated (aggregate)
1,0.5612244897959183,007,federated (aggregate)
1,0.4693877551020408,007,federated (aggregate)
1,0.6020408163265306,007,federated (aggregate)
1,0.5510204081632653,007,federated (aggregate)
0,0.6530612244897959,007,federated (aggregate)
1,0.5408163265306123,007,federated (aggregate)
1,0.6428571428571429,007,federated (aggregate)
1,0.673469387755102,007,federated (aggregate)
1,0.6632653061224489,007,federated (aggregate)
0,0.6224489795918368,007,federated (aggregate)
1,0.5612244897959183,007,federated (aggregate)
0,0.5714285714285714,007,federated (aggregate)
1,0.6938775510204082,007,federated (aggregate)
1,0.6428571428571429,007,federated (aggregate)
1,0.6122448979591837,007,federated (aggregate)
0,0.5714285714285714,007,federated (aggregate)
0,0.6530612244897959,007,federated (aggregate)
1,0.7142857142857143,007,federated (aggregate)
1,0.5816326530612245,007,federated (aggregate)
1,0.4897959183673469,007,federated (aggregate)
1,0.5204081632653061,007,federated (aggregate)
0,0.5714285714285714,007,federated (aggregate)
0,0.6224489795918368,007,federated (aggregate)
0,0.5816326530612245,007,federated (aggregate)
1,0.5510204081632653,007,federated (aggregate)
0,0.5408163265306123,007,federated (aggregate)
0,0.5102040816326531,007,federated (aggregate)
1,0.6122448979591837,007,federated (aggregate)
0,0.5408163265306123,007,federated (aggregate)
1,0.7551020408163265,007,federated (aggregate)
1,0.6224489795918368,007,federated (aggregate)
1,0.6836734693877551,007,federated (aggregate)
1,0.673469387755102,007,federated (aggregate)
1,0.5408163265306123,007,federated (aggregate)
1,0.5204081632653061,007,federated (aggregate)
0,0.6020408163265306,007,federated (aggregate)
1,0.6938775510204082,007,federated (aggregate)
0,0.4693877551020408,007,federated (aggregate)
0,0.6020408163265306,007,federated (aggregate)
1,0.6122448979591837,007,federated (aggregate)
0,0.5510204081632653,007,federated (aggregate)
1,0.5714285714285714,007,federated (aggregate)
1,0.6020408163265306,007,federated (aggregate)
1,0.5918367346938775,007,federated (aggregate)
1,0.6836734693877551,007,federated (aggregate)
0,0.4897959183673469,007,federated (aggregate)
1,0.5204081632653061,007,federated (aggregate)
0,0.5918367346938775,007,federated (aggregate)
1,0.4795918367346938,007,federated (aggregate)
1,0.5612244897959183,007,federated (aggregate)
0,0.5408163265306123,007,federated (aggregate)
1,0.5204081632653061,007,federated (aggregate)
1,0.6224489795918368,007,federated (aggregate)
0,0.6224489795918368,007,federated (aggregate)
0,0.5204081632653061,007,federated (aggregate)
1,0.6122448979591837,007,federated (aggregate)
0,0.336734693877551,007,federated (aggregate)
0,0.5102040816326531,007,federated (aggregate)
1,0.6530612244897959,007,federated (aggregate)
1,0.6836734693877551,007,federated (aggregate)
0,0.5102040816326531,007,federated (aggregate)
0,0.3979591836734694,007,federated (aggregate)
1,0.6530612244897959,007,federated (aggregate)
1,0.6836734693877551,007,federated (aggregate)
1,0.6122448979591837,007,federated (aggregate)
0,0.3775510204081632,007,federated (aggregate)
1,0.673469387755102,007,federated (aggregate)
1,0.6530612244897959,007,federated (aggregate)
0,0.3775510204081632,007,federated (aggregate)
1,0.7142857142857143,007,federated (aggregate)
1,0.5816326530612245,007,federated (aggregate)
1,0.6326530612244898,007,federated (aggregate)
0,0.4489795918367347,007,federated (aggregate)
0,0.3877551020408163,007,federated (aggregate)
1,0.6224489795918368,007,federated (aggregate)
1,0.6326530612244898,007,federated (aggregate)
1,0.6428571428571429,007,federated (aggregate)
0,0.4489795918367347,007,federated (aggregate)
0,0.3571428571428571,007,federated (aggregate)
1,0.6326530612244898,007,federated (aggregate)
0,0.3979591836734694,007,federated (aggregate)
0,0.3061224489795918,007,federated (aggregate)
1,0.7142857142857143,007,federated (aggregate)
1,0.6326530612244898,007,federated (aggregate)
0,0.5102040816326531,007,federated (aggregate)
0,0.2959183673469387,007,federated (aggregate)
0,0.4897959183673469,007,federated (aggregate)
1,0.6632653061224489,007,federated (aggregate)
1,0.7142857142857143,007,federated (aggregate)
1,0.6530612244897959,007,federated (aggregate)
0,0.3673469387755102,007,federated (aggregate)
0,0.336734693877551,007,federated (aggregate)
0,0.2959183673469387,007,federated (aggregate)
1,0.5510204081632653,007,federated (aggregate)
0,0.4081632653061224,007,federated (aggregate)
1,0.7040816326530612,007,federated (aggregate)
1,0.6632653061224489,007,federated (aggregate)
0,0.3469387755102041,007,federated (aggregate)
1,0.7346938775510204,007,federated (aggregate)
0,0.3469387755102041,007,federated (aggregate)
0,0.3775510204081632,007,federated (aggregate)
1,0.5306122448979592,007,federated (aggregate)
1,0.6632653061224489,007,federated (aggregate)
1,0.7040816326530612,007,federated (aggregate)
1,0.7040816326530612,007,federated (aggregate)
0,0.3877551020408163,007,federated (aggregate)
1,0.7448979591836735,007,federated (aggregate)
1,0.6632653061224489,007,federated (aggregate)
0,0.4081632653061224,007,federated (aggregate)
0,0.3673469387755102,007,federated (aggregate)
0,0.3775510204081632,007,federated (aggregate)
0,0.4183673469387755,007,federated (aggregate)
1,0.6938775510204082,007,federated (aggregate)
1,0.7959183673469388,007,federated (aggregate)
0,0.5204081632653061,007,federated (aggregate)
0,0.5,007,federated (aggregate)
0,0.6020408163265306,007,federated (aggregate)
0,0.3979591836734694,007,federated (aggregate)
1,0.7142857142857143,007,federated (aggregate)
0,0.4795918367346938,007,federated (aggregate)
1,0.6836734693877551,007,federated (aggregate)
1,0.7346938775510204,007,federated (aggregate)
0,0.4183673469387755,007,federated (aggregate)
0,0.4387755102040816,007,federated (aggregate)
1,0.7551020408163265,007,federated (aggregate)
0,0.6020408163265306,007,federated (aggregate)
1,0.6020408163265306,007,federated (aggregate)
1,0.7448979591836735,007,PRJEB10878
0,0.6428571428571429,007,PRJEB10878
0,0.5408163265306123,007,PRJEB10878
1,0.4693877551020408,007,PRJEB10878
1,0.6632653061224489,007,PRJEB10878
0,0.4285714285714285,007,PRJEB10878
1,0.6428571428571429,007,PRJEB10878
1,0.7346938775510204,007,PRJEB10878
0,0.5,007,PRJEB10878
1,0.6122448979591837,007,PRJEB10878
0,0.5306122448979592,007,PRJEB10878
1,0.6428571428571429,007,PRJEB10878
1,0.5102040816326531,007,PRJEB10878
0,0.6122448979591837,007,PRJEB10878
1,0.6632653061224489,007,PRJEB10878
1,0.6632653061224489,007,PRJEB10878
1,0.7040816326530612,007,PRJEB10878
0,0.5816326530612245,007,PRJEB10878
1,0.6428571428571429,007,PRJEB10878
1,0.5204081632653061,007,PRJEB10878
0,0.6428571428571429,007,PRJEB10878
0,0.6122448979591837,007,PRJEB10878
1,0.6122448979591837,007,PRJEB10878
0,0.5102040816326531,007,PRJEB10878
1,0.7142857142857143,007,PRJEB10878
1,0.5102040816326531,007,PRJEB10878
0,0.6530612244897959,007,PRJEB6070
0,0.5,007,PRJEB6070
1,0.5918367346938775,007,PRJEB6070
1,0.7346938775510204,007,PRJEB6070
0,0.5,007,PRJEB6070
0,0.5408163265306123,007,PRJEB6070
0,0.4795918367346938,007,PRJEB6070
0,0.5816326530612245,007,PRJEB6070
0,0.6428571428571429,007,PRJEB6070
0,0.5816326530612245,007,PRJEB6070
0,0.5612244897959183,007,PRJEB6070
0,0.4693877551020408,007,PRJEB6070
1,0.6428571428571429,007,PRJEB6070
1,0.7755102040816326,007,PRJEB6070
1,0.7551020408163265,007,PRJEB6070
1,0.7448979591836735,007,PRJEB6070
1,0.5816326530612245,007,PRJEB6070
1,0.5612244897959183,007,PRJEB6070
1,0.4693877551020408,007,PRJEB6070
1,0.6020408163265306,007,PRJEB6070
1,0.5510204081632653,007,PRJEB6070
0,0.6530612244897959,007,PRJEB6070
1,0.5408163265306123,007,PRJEB6070
1,0.6428571428571429,007,PRJEB6070
1,0.673469387755102,007,PRJEB6070
1,0.6632653061224489,007,PRJEB6070
0,0.6224489795918368,007,PRJEB6070
1,0.5612244897959183,007,PRJEB6070
0,0.5714285714285714,007,PRJEB6070
1,0.6938775510204082,007,PRJEB6070
1,0.6428571428571429,007,PRJEB6070
1,0.6122448979591837,007,PRJEB6070
0,0.5714285714285714,007,PRJEB6070
0,0.6530612244897959,007,PRJEB6070
1,0.7142857142857143,007,PRJEB6070
1,0.5816326530612245,007,PRJEB6070
1,0.4897959183673469,007,PRJEB6070
1,0.5204081632653061,007,PRJEB6070
0,0.5714285714285714,007,PRJEB6070
0,0.6224489795918368,007,PRJEB6070
0,0.5816326530612245,007,PRJEB7774
1,0.5510204081632653,007,PRJEB7774
0,0.5408163265306123,007,PRJEB7774
0,0.5102040816326531,007,PRJEB7774
1,0.6122448979591837,007,PRJEB7774
0,0.5408163265306123,007,PRJEB7774
1,0.7551020408163265,007,PRJEB7774
1,0.6224489795918368,007,PRJEB7774
1,0.6836734693877551,007,PRJEB7774
1,0.673469387755102,007,PRJEB7774
1,0.5408163265306123,007,PRJEB7774
1,0.5204081632653061,007,PRJEB7774
0,0.6020408163265306,007,PRJEB7774
1,0.6938775510204082,007,PRJEB7774
0,0.4693877551020408,007,PRJEB7774
0,0.6020408163265306,007,PRJEB7774
1,0.6122448979591837,007,PRJEB7774
0,0.5510204081632653,007,PRJEB7774
1,0.5714285714285714,007,PRJEB7774
1,0.6020408163265306,007,PRJEB7774
1,0.5918367346938775,007,PRJEB7774
1,0.6836734693877551,007,PRJEB7774
0,0.4897959183673469,007,PRJEB7774
1,0.5204081632653061,007,PRJEB7774
0,0.5918367346938775,007,PRJEB7774
1,0.4795918367346938,007,PRJEB7774
1,0.5612244897959183,007,PRJEB7774
0,0.5408163265306123,007,PRJEB7774
1,0.5204081632653061,007,PRJEB7774
1,0.6224489795918368,007,PRJEB7774
0,0.6224489795918368,007,PRJEB7774
0,0.5204081632653061,007,PRJEB7774
1,0.6122448979591837,007,PRJNA429097
0,0.336734693877551,007,PRJNA429097
0,0.5102040816326531,007,PRJNA429097
1,0.6530612244897959,007,PRJNA429097
1,0.6836734693877551,007,PRJNA429097
0,0.5102040816326531,007,PRJNA429097
0,0.3979591836734694,007,PRJNA429097
1,0.6530612244897959,007,PRJNA429097
1,0.6836734693877551,007,PRJNA429097
1,0.6122448979591837,007,PRJNA429097
0,0.3775510204081632,007,PRJNA429097
1,0.673469387755102,007,PRJNA429097
1,0.6530612244897959,007,PRJNA429097
0,0.3775510204081632,007,PRJNA429097
1,0.7142857142857143,007,PRJNA429097
1,0.5816326530612245,007,PRJNA429097
1,0.6326530612244898,007,PRJNA429097
0,0.4489795918367347,007,PRJNA429097
0,0.3877551020408163,007,PRJNA429097
1,0.6224489795918368,007,PRJNA429097
1,0.6326530612244898,007,PRJNA429097
1,0.6428571428571429,007,PRJNA429097
0,0.4489795918367347,007,PRJNA429097
0,0.3571428571428571,007,PRJNA429097
1,0.6326530612244898,007,PRJNA429097
0,0.3979591836734694,007,PRJNA429097
0,0.3061224489795918,007,PRJNA429097
1,0.7142857142857143,007,PRJNA429097
1,0.6326530612244898,007,PRJNA429097
0,0.5102040816326531,007,PRJNA429097
0,0.2959183673469387,007,PRJNA429097
0,0.4897959183673469,007,PRJNA429097
1,0.6632653061224489,007,PRJNA429097
1,0.7142857142857143,007,PRJNA429097
1,0.6530612244897959,007,PRJNA429097
0,0.3673469387755102,007,PRJNA429097
0,0.336734693877551,007,PRJNA429097
0,0.2959183673469387,007,PRJNA429097
1,0.5510204081632653,007,PRJNA429097
0,0.4081632653061224,007,PRJNA731589
1,0.7040816326530612,007,PRJNA731589
1,0.6632653061224489,007,PRJNA731589
0,0.3469387755102041,007,PRJNA731589
